train_acc,train_loss,val_acc,val_loss
0.02313684210526316,4.4212227,0.034,4.290092
0.036863157894736855,4.2095456,0.055600000000000004,4.1166434
0.049136842105263166,4.126386,0.0316,5.2838993
0.0632421052631579,4.033779,0.08719999999999999,3.9122357
0.07654736842105263,3.9570477,0.066,4.255936
0.08547368421052634,3.9028258,0.09399999999999999,3.8405628
0.09920000000000001,3.8308425,0.1048,3.7340744
0.11058947368421053,3.763097,0.08559999999999998,4.035645
0.12383157894736842,3.68932,0.1364,3.5780833
0.13867368421052634,3.6085835,0.15,3.5181174
0.14917894736842105,3.5543082,0.1032,4.4144735
0.15829473684210527,3.4884155,0.17800000000000002,3.3605223
0.16993684210526316,3.429084,0.1664,3.4700592
0.17793684210526317,3.3805742,0.1844,3.3909488
0.1886315789473684,3.3186333,0.21320000000000003,3.224833
0.1964,3.2750323,0.15560000000000002,3.5555396
0.20745263157894742,3.2263486,0.22839999999999996,3.1320279
0.21602105263157892,3.1631136,0.2168,3.144361
0.2221263157894737,3.1296525,0.1844,3.3711758
0.23332631578947371,3.0751433,0.2688,2.9903316
0.24301052631578948,3.030607,0.1748,3.9085946
0.2469684210526316,3.0039895,0.2372,3.05188
0.26109473684210527,2.9453785,0.27,2.8917801
0.26631578947368423,2.905988,0.196,3.5345793
0.2716842105263158,2.8748026,0.28280000000000005,2.8099463
0.28349473684210524,2.8228576,0.2764,2.824271
0.28202105263157895,2.8146932,0.23160000000000003,3.1697958
0.2942526315789473,2.7615151,0.3084,2.696361
0.3024631578947368,2.726003,0.2456,3.1074073
0.30195789473684215,2.7197618,0.2892,2.7950952
0.31353684210526317,2.6659997,0.30920000000000003,2.6328344
0.315578947368421,2.6501803,0.2656,2.994772
0.32029473684210524,2.6260974,0.318,2.679799
0.3279157894736842,2.5877597,0.32799999999999996,2.6189632
0.3284,2.5808885,0.26039999999999996,3.0467575
0.336378947368421,2.5476773,0.34159999999999996,2.540048
0.34008421052631577,2.5222769,0.3116,2.699634
0.3394315789473685,2.5294464,0.3188,2.654415
0.35292631578947364,2.478076,0.3568,2.4597447
0.3544,2.4704185,0.26880000000000004,3.0295413
0.35673684210526313,2.4545133,0.33759999999999996,2.5232255
