train_acc,train_loss,val_acc,val_loss
0.0436,4.203787,0.0476,4.353723
0.09130526315789475,3.8556325,0.1124,3.7090833
0.1521684210526316,3.4953973,0.168,3.4012854
0.21305263157894738,3.168399,0.2236,3.1599958
0.2632631578947368,2.8942952,0.2644,2.925269
0.3085052631578947,2.686212,0.3,2.6932745
0.3371157894736842,2.5328202,0.3112,2.6826127
0.3650526315789474,2.4003103,0.3532,2.4553673
0.3872,2.2962077,0.3636000000000001,2.411065
0.4072,2.1983151,0.39,2.2477503
0.4272,2.105696,0.3836,2.35333
0.44623157894736837,2.0162597,0.4108,2.2156923
0.46606315789473685,1.9372836,0.42200000000000004,2.1677244
0.48155789473684213,1.8684555,0.45199999999999996,2.009511
0.4930105263157895,1.8190231,0.4084,2.3298206
0.505578947368421,1.7662474,0.41480000000000006,2.2014606
0.5174736842105263,1.7157615,0.45080000000000003,2.1158524
0.5269263157894737,1.6758188,0.47919999999999996,1.9339372
0.5392421052631579,1.6257792,0.4972,1.8715533
0.548,1.5982548,0.4948,1.8958068
0.5554105263157895,1.5688224,0.4864,1.9651871
0.564821052631579,1.5305296,0.5112000000000001,1.814332
0.5716421052631578,1.4986348,0.512,1.8090563
0.5764631578947368,1.4722109,0.5084000000000001,1.8797638
0.5856631578947369,1.4416015,0.5252,1.8033745
0.5926105263157895,1.4148024,0.5252,1.7825798
0.597978947368421,1.3925886,0.5268,1.7659913
0.6058526315789473,1.3619812,0.5264,1.791619
0.606757894736842,1.3414774,0.5204,1.8665624
0.62,1.3187649,0.5408000000000001,1.7158448
0.6244421052631579,1.2894006,0.5479999999999999,1.6590766
0.6281473684210527,1.2662237,0.5296,1.8174511
0.6339368421052631,1.2523263,0.5296,1.8028417
0.6401684210526315,1.2269219,0.5552,1.6280754
0.6433473684210526,1.212885,0.5412,1.7555001
0.6456421052631578,1.1927099,0.5532,1.7299895
0.6531368421052631,1.173925,0.5596,1.6979818
0.6568631578947368,1.1580434,0.5539999999999999,1.654482
0.6638736842105264,1.1369914,0.5516000000000001,1.7180336
0.6669894736842106,1.124771,0.5619999999999999,1.6742743
0.6725684210526316,1.1069753,0.5536,1.7293564
0.6762947368421053,1.0848135,0.564,1.7089838
0.6794315789473685,1.0739324,0.5888,1.6474445
0.6798947368421052,1.0575339,0.5660000000000001,1.6945233
0.6877263157894737,1.0329322,0.5784,1.6810755
0.6913894736842104,1.0210449,0.5724,1.7236
0.6937052631578947,1.0092362,0.5764,1.6471285
0.7004631578947369,0.98812765,0.5792,1.6854692
0.7035368421052631,0.9746739,0.5892,1.6674074
0.7084421052631579,0.9624923,0.5855999999999999,1.6517514
0.7140421052631579,0.944543,0.5864,1.7194785
0.7154736842105264,0.93251526,0.5908000000000001,1.6857725
0.7188842105263158,0.9225753,0.5848,1.6561933
0.7233052631578947,0.90946525,0.5871999999999999,1.6867151
0.7269684210526315,0.89335823,0.592,1.6931922
0.7300421052631578,0.8850401,0.5736,1.7178545
0.7318105263157894,0.8735047,0.5871999999999999,1.7495451
0.7385263157894737,0.8508291,0.5855999999999999,1.6741989
0.7407368421052632,0.8448023,0.5896,1.7216964
0.7427578947368423,0.83438003,0.5996,1.6751862
0.7471789473684209,0.8189462,0.5964,1.6853427
0.7502315789473685,0.80212104,0.5955999999999999,1.7085693
0.7545473684210526,0.79668045,0.5811999999999999,1.7578573
0.7552842105263158,0.7897829,0.5988000000000001,1.714678
0.7585263157894737,0.77785003,0.5856000000000001,1.7573246
0.7613894736842105,0.7626206,0.5924,1.7821596
0.7680842105263158,0.7480122,0.6012,1.7480903
0.7668,0.74747044,0.5932,1.7609041
0.7731578947368423,0.7268182,0.5928,1.7638015
0.7736000000000001,0.71777743,0.5932,1.733137
0.7782526315789474,0.7064229,0.5948,1.7469271
0.7789684210526315,0.7019403,0.5976,1.7686775
0.7807157894736843,0.6937073,0.6043999999999999,1.7884233
0.7841684210526316,0.6865468,0.5944,1.7940592
0.7864631578947369,0.6769456,0.5943999999999999,1.7931323
0.7891368421052632,0.66602707,0.5972,1.8120971
0.7905684210526316,0.6658172,0.5980000000000001,1.8002388
0.7943789473684212,0.64954215,0.6032,1.7898641
0.7957684210526316,0.64082414,0.5988,1.7866073
0.7982736842105264,0.6391275,0.6004,1.809629
0.8002315789473684,0.63051575,0.5932,1.8208604
0.803621052631579,0.6238474,0.598,1.8136271
0.8042105263157895,0.62089366,0.5952000000000001,1.8164859
0.8061684210526316,0.61462927,0.5968,1.8175932
0.8080842105263158,0.6048265,0.5948,1.8166455
0.8098526315789474,0.60074174,0.5943999999999999,1.8329431
0.8100631578947369,0.5978535,0.5976,1.8293464
0.8096842105263158,0.59697896,0.6028,1.840157
0.8143789473684211,0.59099084,0.6012000000000001,1.8244522
0.8128421052631579,0.590633,0.6040000000000001,1.8260162
0.8169473684210526,0.5851961,0.6048,1.8307769
0.8160421052631579,0.5802977,0.6048,1.8364106
0.8153894736842106,0.57883537,0.6,1.85643
0.8191578947368422,0.57625717,0.5996,1.8389575
0.8146736842105262,0.57818514,0.602,1.8463401
0.8183368421052631,0.5726502,0.6,1.8438997
0.8166947368421053,0.57378805,0.602,1.8520977
0.8171789473684211,0.57442963,0.6028,1.8388169
0.8181263157894737,0.5690796,0.5996,1.8607486
0.8184,0.5739311,0.6043999999999999,1.8526578
