train_acc,train_loss,val_acc,val_loss
0.031284210526315796,4.387759,0.0684,4.0714893
0.0685263157894737,4.0194087,0.0724,3.9574814
0.10023157894736844,3.8184936,0.0924,3.8918116
0.14351578947368418,3.552811,0.1776,3.3154876
0.19010526315789472,3.3053248,0.20120000000000002,3.269946
0.2289263157894737,3.0986986,0.23720000000000002,3.0756426
0.26711578947368425,2.89105,0.2956,2.737983
0.2954315789473684,2.7381074,0.256,3.0092282
0.3211578947368421,2.6225991,0.34840000000000004,2.5370164
0.3452421052631579,2.50114,0.374,2.4183772
0.3568631578947368,2.4375622,0.3172,2.708641
0.3761052631578948,2.3540905,0.4116,2.2708144
0.39185263157894734,2.2830937,0.3836,2.389492
0.40199999999999997,2.2349432,0.38919999999999993,2.323972
0.41934736842105264,2.1520045,0.4295999999999999,2.1461143
0.4304,2.1131854,0.358,2.541555
0.4398947368421052,2.0750632,0.44079999999999997,2.091087
0.45484210526315794,2.0072033,0.43720000000000003,2.0896914
0.4579789473684211,1.9793733,0.36920000000000003,2.4351459
0.47202105263157895,1.9254316,0.4672,1.9845784
0.4802947368421053,1.8836883,0.43200000000000005,2.1175733
0.4822947368421052,1.867304,0.4476,2.043888
0.49745263157894737,1.8114598,0.48440000000000005,1.8919858
0.5003157894736843,1.7954346,0.39959999999999996,2.328474
0.5066526315789474,1.7628212,0.4911999999999999,1.8595243
0.5188631578947369,1.7113593,0.4928,1.8560165
0.5202736842105263,1.7101766,0.4508,2.0843034
0.5323789473684211,1.6662167,0.5187999999999999,1.7728096
0.5394105263157896,1.6356887,0.4688000000000001,1.9487314
0.5397052631578948,1.6295927,0.48040000000000005,1.9650494
0.5507157894736842,1.5833313,0.5228,1.7161491
0.5548842105263159,1.570064,0.47080000000000005,1.9831085
0.5571578947368421,1.5598899,0.5248,1.7153804
0.5657052631578948,1.5153114,0.5344,1.68662
0.5692421052631579,1.5142784,0.47639999999999993,2.0340524
0.575578947368421,1.4849923,0.5436000000000001,1.6622839
0.5787157894736843,1.4612595,0.53,1.7361226
0.5782105263157895,1.4721826,0.5207999999999999,1.8133957
0.5869052631578948,1.4320735,0.5572,1.5796634
0.5901052631578948,1.4252824,0.47240000000000004,1.9956044
0.594421052631579,1.4138286,0.5611999999999999,1.6125492
0.6043578947368421,1.3726566,0.5544,1.6144121
0.6013473684210526,1.3840882,0.5104000000000001,1.829676
0.6061894736842106,1.3576645,0.5536000000000001,1.6004759
0.6110105263157896,1.3395703,0.5216,1.8605343
0.6096000000000001,1.3440812,0.554,1.6869674
0.6182736842105263,1.3115841,0.5768,1.5467689
0.6218526315789473,1.3054886,0.4932,1.943056
0.6215368421052632,1.3034316,0.5652,1.5898256
0.6270315789473685,1.2762535,0.5696,1.6154184
0.6281263157894738,1.2833259,0.5287999999999999,1.7916504
0.6324210526315789,1.2543429,0.568,1.6045294
0.634378947368421,1.2397027,0.5316000000000001,1.7878095
0.6313473684210527,1.25231,0.5324,1.8452209
0.6431368421052632,1.2223517,0.5804,1.5578532
0.6425473684210525,1.222292,0.528,1.813779
0.6399157894736842,1.2202407,0.5636,1.5864643
0.6490736842105264,1.1892431,0.5644,1.6058986
0.6457894736842106,1.2021965,0.5372,1.8211578
0.649642105263158,1.1898397,0.5768,1.5790449
0.6546947368421053,1.1658487,0.5604,1.6994847
0.6525263157894736,1.1802092,0.5464,1.7287747
0.6604,1.1502606,0.5732,1.5588393
0.6593052631578946,1.1491219,0.54,1.8208661
0.6611578947368421,1.1484497,0.5612,1.6059064
0.6666947368421055,1.1201799,0.5768,1.5689135
0.6657684210526316,1.135065,0.5212,1.8748143
0.6680210526315791,1.1202744,0.5792,1.5590172
0.6737894736842106,1.0983306,0.5588000000000001,1.7223064
0.6726315789473685,1.1094522,0.5688,1.6390637
0.6761473684210525,1.0842066,0.59,1.5558152
0.6757263157894737,1.0866706,0.5244,1.8294433
0.6742526315789474,1.0907229,0.5852,1.5601828
0.6809894736842106,1.0643332,0.5868,1.5737942
0.6805052631578947,1.0759629,0.5244,1.9071721
0.684421052631579,1.0589945,0.5916,1.5454401
0.6875157894736842,1.0487437,0.5384,1.7368608
0.683536842105263,1.0608418,0.5568000000000001,1.7390273
0.6908842105263157,1.0300113,0.5948,1.5190103
0.6908210526315789,1.0321382,0.5516000000000001,1.7910336
0.6864842105263159,1.043269,0.5832,1.578573
0.6975157894736841,1.0110974,0.5788,1.571211
0.6933894736842106,1.0198,0.5448000000000001,1.8397586
0.6950315789473684,1.0125314,0.5895999999999999,1.5287427
0.7004631578947369,0.99455166,0.5568,1.7412304
0.6942947368421053,1.0163338,0.5616,1.7071413
0.6996631578947369,0.98682874,0.5864,1.5416069
0.7034315789473685,0.9806409,0.5472,1.8370227
0.7014315789473684,0.9876019,0.5780000000000001,1.5808278
0.7096421052631579,0.96076494,0.5824,1.5759022
0.7022315789473684,0.980781,0.5428,1.8593079
0.7051157894736843,0.96808034,0.5848,1.5626388
0.7096421052631579,0.95372456,0.5704,1.6691601
0.7075368421052632,0.96738553,0.5711999999999999,1.7343272
0.7152842105263157,0.9396583,0.5984,1.5576384
0.7118526315789474,0.94610524,0.5536,1.7702806
0.7113684210526315,0.9480691,0.5876,1.6067713
0.7184421052631579,0.9246287,0.5916,1.5981379
0.7149894736842105,0.9385722,0.5608000000000001,1.7408773
0.7173684210526315,0.9230402,0.5892000000000001,1.5929284
